Nome,plate,mjd,fiberid,fibermag_r,petromag_r,z
1443-53055-290,1443,53055,290,17.17027,16.44875,0.04487965
1445-53062-43,1445,53062,43,18.13624,17.43337,0.08626223
1445-53062-542,1445,53062,542,17.42518,16.56603,0.06058783
1446-53080-164,1446,53080,164,17.70037,16.8475,0.07391421
1449-53116-456,1449,53116,456,16.98249,15.99072,0.06413075
1449-53116-525,1449,53116,525,17.5005,16.63665,0.0666164
1450-53120-37,1450,53120,37,17.23876,16.40981,0.03934376
1450-53120-302,1450,53120,302,17.61942,16.71421,0.07590173
1451-53117-213,1451,53117,213,15.97036,14.80054,0.02369398
1452-53112-187,1452,53112,187,18.11341,17.37581,0.0525461
1453-53084-40,1453,53084,40,18.31839,17.59211,0.08180378
1454-53090-336,1454,53090,336,17.44663,16.53557,0.06670963
1456-53115-371,1456,53115,371,17.94317,17.1064,0.0712603
1456-53115-372,1456,53115,372,18.32244,17.48811,0.07227053
1456-53115-623,1456,53115,623,17.82881,16.98643,0.0727187
1457-53116-143,1457,53116,143,17.38556,16.54821,0.06082581
1457-53116-277,1457,53116,277,16.37704,15.48292,0.02829831
1460-53138-381,1460,53138,381,17.39895,16.4042,0.03887151
1460-53138-602,1460,53138,602,16.91606,15.94388,0.06278381
1461-53062-352,1461,53062,352,18.39441,17.76662,0.09491287
1461-53062-541,1461,53062,541,17.7643,17.20396,0.06633398
1462-53112-51,1462,53112,51,17.87864,17.15666,0.06168634
1464-53091-336,1464,53091,336,18.19059,17.5507,0.0610855
1465-53082-64,1465,53082,64,17.57242,16.81442,0.06236197
1465-53082-512,1465,53082,512,17.75437,17.12078,0.06459729
1465-53082-525,1465,53082,525,17.0277,15.95006,0.06250922
1466-53083-43,1466,53083,43,18.03537,17.18649,0.09176175
1466-53083-165,1466,53083,165,18.31643,17.53539,0.09121886
1466-53083-408,1466,53083,408,17.70604,16.91245,0.06354754
1567-53172-250,1567,53172,250,18.3081,17.67171,0.08179621
1573-53226-249,1573,53226,249,18.00721,17.26864,0.06096594
1574-53476-268,1574,53476,268,17.7329,17.04415,0.06422025
1574-53476-310,1574,53476,310,18.44313,17.77573,0.08306544
1575-53493-61,1575,53493,61,18.32766,17.58614,0.0957396
1575-53493-82,1575,53493,82,17.40694,16.54486,0.06647116
1575-53493-198,1575,53493,198,18.5069,17.8093,0.06730895
1575-53493-521,1575,53493,521,18.4616,17.79397,0.09660181
1577-53495-102,1577,53495,102,17.98222,17.26223,0.07394958
1579-53473-187,1579,53473,187,15.73815,14.39939,0.02024963
1582-52939-16,1582,52939,16,17.14925,16.13692,0.04655064
1582-52939-151,1582,52939,151,17.067,16.23882,0.04575562
1582-52939-225,1582,52939,225,17.789,16.9431,0.06774569
1582-52939-457,1582,52939,457,17.6354,16.90894,0.06089394
1583-52941-633,1583,52941,633,17.23844,16.46291,0.04522242
1584-52943-455,1584,52943,455,18.30327,17.69151,0.05956342
1587-52964-236,1587,52964,236,18.39978,17.82966,0.07989746
1587-52964-258,1587,52964,258,17.74072,16.89592,0.05287611
1588-52965-227,1588,52965,227,18.16828,17.33737,0.08363286
1588-52965-239,1588,52965,239,18.23939,17.57109,0.08711011
1588-52965-398,1588,52965,398,17.99859,17.1865,0.09938525
1589-52972-135,1589,52972,135,18.27122,17.55068,0.08670243
1590-52974-211,1590,52974,211,18.23598,17.74323,0.08381563
1591-52976-309,1591,52976,309,15.56034,14.12421,0.01404414
1592-52990-81,1592,52990,81,18.09277,17.5,0.06276888
1592-52990-231,1592,52990,231,17.0708,16.35899,0.04882964
1595-52999-133,1595,52999,133,17.60975,16.81286,0.0911518
1597-52999-516,1597,52999,516,18.26816,17.50869,0.08727951
1599-53089-467,1599,53089,467,17.09804,16.23941,0.06195308
1600-53090-21,1600,53090,21,17.80741,17.02354,0.05300918
1600-53090-51,1600,53090,51,18.11088,17.48781,0.08951893
1601-53115-595,1601,53115,595,17.59141,16.64691,0.0800779
1602-53117-439,1602,53117,439,18.67309,17.75387,0.09465371
1604-53078-243,1604,53078,243,18.54339,17.82543,0.08427239
1606-53055-33,1606,53055,33,18.62519,17.8713,0.09022954
1607-53083-457,1607,53083,457,18.02111,17.24091,0.08028496
1608-53138-25,1608,53138,25,17.89871,16.97502,0.08194054
1609-53142-219,1609,53142,219,18.57712,17.8331,0.08325247
1609-53142-549,1609,53142,549,18.11787,17.4037,0.08110327
1609-53142-586,1609,53142,586,17.54871,16.76781,0.08097411
1612-53149-570,1612,53149,570,18.15832,17.44783,0.06596477
1613-53115-104,1613,53115,104,18.37349,17.66423,0.0920908
1613-53115-266,1613,53115,266,17.91267,17.06194,0.06256638
1614-53120-40,1614,53120,40,17.69866,16.81634,0.08633284
1614-53120-421,1614,53120,421,17.80791,17.04545,0.08283263
1614-53120-522,1614,53120,522,18.12723,17.42991,0.0817844
1615-53166-173,1615,53166,173,18.25353,17.80939,0.08412121
1615-53166-179,1615,53166,179,18.4028,17.44316,0.08236579
1616-53169-75,1616,53169,75,18.00031,17.28984,0.07336873
1617-53112-207,1617,53112,207,17.3193,16.53594,0.04763643
1618-53116-174,1618,53116,174,18.24163,17.51793,0.09170295
1620-53137-497,1620,53137,497,18.20503,17.74719,0.09770213
1620-53137-503,1620,53137,503,18.41303,17.82243,0.06587218
1620-53137-626,1620,53137,626,18.61348,17.55438,0.08682886
1621-53383-8,1621,53383,8,18.26632,17.64399,0.0740771
1621-53383-150,1621,53383,150,18.10264,17.36133,0.08946213
1625-53140-61,1625,53140,61,18.0325,17.29832,0.07419162
1625-53140-493,1625,53140,493,18.32171,17.69908,0.09117024
1626-53472-521,1626,53472,521,18.39601,17.74345,0.08610664
1627-53473-287,1627,53473,287,18.21186,17.47087,0.08298872
1627-53473-441,1627,53473,441,18.13918,17.45303,0.08863467
1628-53474-257,1628,53474,257,15.70418,14.18602,0.02416143
1642-53115-42,1642,53115,42,18.20355,17.59984,0.06494415
1642-53115-251,1642,53115,251,18.15563,17.32258,0.06115135
1642-53115-539,1642,53115,539,17.82335,17.20246,0.06571706
1643-53143-35,1643,53143,35,17.78305,17.05596,0.06814831
1644-53144-256,1644,53144,256,18.10026,17.51939,0.07651916
1645-53172-607,1645,53172,607,17.92516,17.14467,0.0863129
1646-53498-48,1646,53498,48,18.04567,17.2599,0.08742009
1646-53498-141,1646,53498,141,17.98239,17.43446,0.07075994
1646-53498-450,1646,53498,450,18.43196,17.80049,0.07718567
1646-53498-573,1646,53498,573,18.11956,17.53706,0.09691647
1647-53531-196,1647,53531,196,17.9765,17.47487,0.0852874
1647-53531-208,1647,53531,208,18.08063,17.36664,0.08472614
1648-53171-211,1648,53171,211,17.87152,17.26445,0.07935796
1649-53149-17,1649,53149,17,18.2828,17.70612,0.07813095
1649-53149-78,1649,53149,78,18.32787,17.71648,0.07827076
1649-53149-181,1649,53149,181,18.01634,17.28787,0.08809666
1649-53149-605,1649,53149,605,17.83774,17.17379,0.07992273
1650-53174-268,1650,53174,268,18.22463,17.48363,0.07791539
1650-53174-296,1650,53174,296,17.8507,17.16803,0.08072399
1652-53555-596,1652,53555,596,17.84528,17.04377,0.08226901
1654-53498-384,1654,53498,384,18.0899,17.34086,0.07442128
1654-53498-526,1654,53498,526,17.95283,17.29576,0.08302158
1655-53523-29,1655,53523,29,18.46875,17.92115,0.09027559
1655-53523-195,1655,53523,195,18.1186,17.41891,0.06389511
1655-53523-494,1655,53523,494,18.52833,17.86547,0.08933899
1655-53523-626,1655,53523,626,17.1842,16.19505,0.04431744
1656-53533-165,1656,53533,165,18.15347,17.37631,0.08887969
1657-53520-531,1657,53520,531,18.33224,17.69285,0.08504235
1657-53520-545,1657,53520,545,17.23834,16.26336,0.05588102
1657-53520-606,1657,53520,606,18.42831,17.80099,0.08429088
1668-53433-260,1668,53433,260,17.65354,16.95,0.06127994
1669-53433-540,1669,53433,540,17.78153,17.17552,0.06276115
1671-53446-458,1671,53446,458,18.25727,17.50323,0.07263241
1672-53460-105,1672,53460,105,18.05853,17.2251,0.07278904
1672-53460-441,1672,53460,441,18.24383,17.64519,0.07536289
1672-53460-535,1672,53460,535,17.48169,16.6367,0.06821392
1673-53462-204,1673,53462,204,18.42493,17.82418,0.07347701
1673-53462-340,1673,53462,340,17.99374,17.40035,0.07219937
1675-53466-147,1675,53466,147,18.3062,17.80863,0.07286341
1675-53466-332,1675,53466,332,17.98041,17.19776,0.08456887
1675-53466-546,1675,53466,546,17.44234,16.51336,0.07408763
1675-53466-590,1675,53466,590,17.3809,16.53988,0.07144992
1677-53148-465,1677,53148,465,17.77542,16.91599,0.0991873
1678-53433-246,1678,53433,246,18.57811,17.83781,0.0901707
1678-53433-611,1678,53433,611,17.89663,17.09055,0.07663943
1680-53171-65,1680,53171,65,17.29546,16.32931,0.06280135
1680-53171-218,1680,53171,218,17.99195,17.34997,0.06377619
1681-53172-115,1681,53172,115,18.42116,17.70835,0.09304547
1681-53172-311,1681,53172,311,18.1737,17.40313,0.07205487
1681-53172-486,1681,53172,486,17.68965,17.02757,0.07618156
1682-53173-111,1682,53173,111,18.2118,17.4822,0.06826108
1682-53173-465,1682,53173,465,17.81162,17.17191,0.0674132
1682-53173-528,1682,53173,528,18.34712,17.75786,0.09169935
1682-53173-626,1682,53173,626,17.74452,17.06205,0.06779531
1683-53436-212,1683,53436,212,16.1461,15.06535,0.03308775
1684-53239-336,1684,53239,336,18.48812,17.08365,0.09544598
1687-53260-522,1687,53260,522,17.37058,16.46268,0.03827411
1689-53177-191,1689,53177,191,17.5294,16.65941,0.0578707
1690-53475-300,1690,53475,300,17.68481,17.01402,0.04441864
1691-53260-621,1691,53260,621,16.58249,15.27939,0.03325661
1692-53473-208,1692,53473,208,18.12594,17.31973,0.06179416
1695-53473-210,1695,53473,210,17.61596,16.9263,0.07969578
1696-53116-561,1696,53116,561,17.7108,16.86408,0.08717553
1697-53142-50,1697,53142,50,18.47065,17.81597,0.08634832
1697-53142-425,1697,53142,425,16.15283,14.68073,0.02432961
1698-53146-236,1698,53146,236,18.27538,17.78849,0.07225407
1699-53148-104,1699,53148,104,15.84617,14.43611,0.02221608
1699-53148-246,1699,53148,246,16.24965,15.29192,0.02268606
1699-53148-388,1699,53148,388,17.87782,17.06921,0.07690269
1699-53148-489,1699,53148,489,16.76933,15.61872,0.02287635
1700-53502-511,1700,53502,511,18.38338,17.58889,0.09116872
1701-53142-239,1701,53142,239,18.43447,17.76278,0.09431198
1701-53142-271,1701,53142,271,18.46983,17.67907,0.09518734
1703-53799-166,1703,53799,166,17.80785,17.10674,0.07955213
1704-53178-217,1704,53178,217,18.23973,17.43257,0.07772802
1705-53848-321,1705,53848,321,16.26793,15.32805,0.02289505
1707-53885-300,1707,53885,300,16.17407,15.24821,0.02523288
1707-53885-469,1707,53885,469,18.26477,17.61075,0.07906625
1709-53533-52,1709,53533,52,17.29646,16.39734,0.05487005
1711-53535-158,1711,53535,158,18.17274,17.46675,0.0927719
1711-53535-214,1711,53535,214,17.54018,16.80564,0.05081297
1711-53535-609,1711,53535,609,16.37966,15.23201,0.03754908
1712-53531-225,1712,53531,225,17.991,17.35397,0.07940498
1713-53827-49,1713,53827,49,18.17654,17.50571,0.0802445
1713-53827-180,1713,53827,180,17.33545,16.45959,0.05093794
1713-53827-287,1713,53827,287,16.07352,14.97624,0.02425867
1714-53521-133,1714,53521,133,17.32246,16.52635,0.0540394
1714-53521-255,1714,53521,255,17.37822,16.67886,0.05017326
1714-53521-273,1714,53521,273,16.97484,16.2143,0.02858966
1714-53521-508,1714,53521,508,17.93613,17.01474,0.08039337
1715-54212-42,1715,54212,42,17.82647,17.00878,0.09846282
1715-54212-157,1715,54212,157,18.47812,17.8299,0.09186345
1715-54212-235,1715,54212,235,18.10359,17.33692,0.08546875
1717-53883-27,1717,53883,27,18.22852,17.51773,0.07889576
1717-53883-167,1717,53883,167,17.44589,16.68126,0.07818648
1717-53883-351,1717,53883,351,17.70395,16.90538,0.07852884
1717-53883-451,1717,53883,451,17.70729,17.05269,0.07736591
1717-53883-488,1717,53883,488,16.98414,16.13841,0.04323869
1718-53850-112,1718,53850,112,18.57112,17.8211,0.08237565
1718-53850-159,1718,53850,159,18.19358,17.58154,0.07913522
1719-53876-195,1719,53876,195,18.0997,17.44556,0.07958163
1719-53876-261,1719,53876,261,18.32011,17.54433,0.08049784
1719-53876-262,1719,53876,262,18.05315,17.36801,0.07794136
1720-53854-121,1720,53854,121,17.55442,16.70007,0.05440992
1720-53854-397,1720,53854,397,16.95313,16.08119,0.0611686
1720-53854-432,1720,53854,432,18.30639,17.57781,0.0998133
1721-53857-479,1721,53857,479,16.31955,15.08663,0.03341134
1721-53857-494,1721,53857,494,16.66293,15.35284,0.03378927
1721-53857-500,1721,53857,500,16.71341,15.75138,0.03075487
1722-53852-302,1722,53852,302,17.21879,16.08467,0.03389079
1723-53905-275,1723,53905,275,18.16976,17.47402,0.07889041
1724-53859-25,1724,53859,25,18.2972,17.75008,0.06673828
1726-53137-227,1726,53137,227,18.1693,17.58584,0.07150037
1726-53137-239,1726,53137,239,18.26974,17.71676,0.07123429
1726-53137-356,1726,53137,356,16.8025,15.67905,0.05135702
1727-53859-337,1727,53859,337,18.08813,17.35901,0.07128775
1727-53859-340,1727,53859,340,17.86784,17.08532,0.07157109
1729-53858-268,1729,53858,268,18.37394,17.63464,0.09963766
1729-53858-577,1729,53858,577,18.10869,17.41496,0.08698712
1730-53498-236,1730,53498,236,18.07384,17.37781,0.07269735
1730-53498-311,1730,53498,311,17.83704,17.18154,0.05749638
1732-53501-612,1732,53501,612,17.73927,16.85933,0.09062272
1733-53047-88,1733,53047,88,18.2074,17.32587,0.07156746
1733-53047-178,1733,53047,178,17.98714,17.24113,0.07859273
1734-53034-295,1734,53034,295,18.1514,17.53115,0.07623
1734-53034-315,1734,53034,315,18.15302,17.41179,0.09760984
1736-53052-457,1736,53052,457,18.04685,17.29995,0.09454891
1738-53051-85,1738,53051,85,18.01197,17.39824,0.08541106
1739-53050-60,1739,53050,60,17.74866,16.98795,0.07456875
1740-53050-250,1740,53050,250,16.73611,15.83609,0.03263273
1740-53050-617,1740,53050,617,17.78542,16.93549,0.09007648
1743-53054-287,1743,53054,287,17.56223,16.78216,0.08467696
1743-53054-559,1743,53054,559,17.49452,16.75447,0.07901327
1744-53055-283,1744,53055,283,18.19769,17.58193,0.07627314
1750-53358-574,1750,53358,574,17.86105,17.0885,0.0880812
1752-53379-25,1752,53379,25,17.28653,16.4684,0.05089158
1752-53379-135,1752,53379,135,17.76281,17.10103,0.06802668
1753-53383-441,1753,53383,441,17.8512,17.08737,0.07924692
1753-53383-617,1753,53383,617,18.33377,17.69257,0.08507796
1754-53385-154,1754,53385,154,17.80308,17.06394,0.08017026
1755-53386-245,1755,53386,245,18.08319,17.39048,0.0775571
1756-53080-547,1756,53080,547,18.19299,17.47378,0.09788467
1757-53083-571,1757,53083,571,17.82894,17.04174,0.07907222
1760-53086-493,1760,53086,493,17.96951,17.32908,0.06353404
1761-53376-249,1761,53376,249,18.29548,17.73938,0.08188196
1764-53467-318,1764,53467,318,17.35325,16.36855,0.08198276
1765-53466-259,1765,53466,259,18.51962,17.8247,0.08191911
1767-53436-90,1767,53436,90,18.22336,17.60922,0.08163004
1769-53502-438,1769,53502,438,17.56929,16.74114,0.06918416
1769-53502-497,1769,53502,497,18.14983,17.52696,0.07212389
1770-53171-481,1770,53171,481,18.54059,17.72128,0.08206757
1771-53498-43,1771,53498,43,17.82298,17.14259,0.08413967
1772-53089-579,1772,53089,579,18.05141,17.42695,0.08294279
1772-53089-615,1772,53089,615,18.23055,17.48789,0.08533874
1777-53857-523,1777,53857,523,17.18186,16.43544,0.04037595
1778-53883-224,1778,53883,224,18.38007,17.71907,0.09900697
1778-53883-480,1778,53883,480,16.99357,16.12107,0.0622007
1779-53089-120,1779,53089,120,18.23363,17.53629,0.08797771
1780-53090-394,1780,53090,394,18.46915,17.84342,0.09286498
1781-53297-443,1781,53297,443,18.29414,17.66769,0.08309454
1790-53876-69,1790,53876,69,18.0803,17.34215,0.0806352
1790-53876-150,1790,53876,150,18.18197,17.2987,0.06877072
1790-53876-426,1790,53876,426,17.44393,16.37944,0.0687023
1790-53876-438,1790,53876,438,17.32543,16.33745,0.04392291
1791-54266-41,1791,54266,41,17.8644,16.91684,0.08203593
1792-54270-48,1792,54270,48,18.37711,17.82736,0.0921127
1792-54270-391,1792,54270,391,16.62082,15.57542,0.05161593
1792-54270-612,1792,54270,612,18.27639,17.5139,0.08182339
1794-54504-184,1794,54504,184,16.99293,16.04143,0.05356006
1795-54507-12,1795,54507,12,18.44732,17.73522,0.0930289
1796-53884-393,1796,53884,393,18.3552,17.64335,0.08497706
1796-53884-451,1796,53884,451,18.53213,17.79874,0.08519407
1797-54507-64,1797,54507,64,18.49761,17.81448,0.07177886
1797-54507-153,1797,54507,153,17.76847,16.99171,0.04851506
1797-54507-484,1797,54507,484,17.43235,16.56321,0.04648052
1797-54507-495,1797,54507,495,17.14577,16.1143,0.05048476
1797-54507-566,1797,54507,566,18.27564,17.51824,0.09379648
1799-53556-408,1799,53556,408,16.73873,15.85856,0.05317707
1800-53884-273,1800,53884,273,17.25475,16.15689,0.04990908
1800-53884-493,1800,53884,493,17.94567,17.07738,0.08724197
1801-54156-13,1801,54156,13,17.07695,16.06659,0.05911827
1801-54156-197,1801,54156,197,15.85734,14.43256,0.02391769
1801-54156-635,1801,54156,635,18.15835,17.49371,0.07898906
1802-53885-382,1802,53885,382,18.17969,17.4551,0.06926485
1803-54152-454,1803,54152,454,17.72068,17.02704,0.08293298
1804-53886-348,1804,53886,348,18.38967,17.76959,0.08207102
1806-53559-473,1806,53559,473,17.58358,16.74246,0.06665455
1806-53559-481,1806,53559,481,17.90364,17.05689,0.06155036
1808-54176-629,1808,54176,629,17.76619,17.04676,0.08589772
1810-53794-31,1810,53794,31,17.5592,16.84248,0.05700132
1810-53794-48,1810,53794,48,16.73663,15.81138,0.05684091
1810-53794-210,1810,53794,210,18.2336,17.64389,0.08329377
1810-53794-234,1810,53794,234,17.71038,17.05911,0.05840779
1811-53533-270,1811,53533,270,17.66107,15.48679,0.06005179
1812-53795-528,1812,53795,528,18.24153,17.61875,0.08540629
1812-53795-608,1812,53795,608,18.33661,17.66642,0.09500404
1812-53795-613,1812,53795,613,16.41515,15.15888,0.02996421
1813-53903-451,1813,53903,451,18.02054,17.18814,0.08628877
1815-53884-501,1815,53884,501,18.07242,17.28926,0.08818871
1816-53919-17,1816,53919,17,18.40621,17.69352,0.09345975
1816-53919-178,1816,53919,178,17.87399,17.05322,0.07809551
1816-53919-334,1816,53919,334,16.27429,15.16086,0.03063115
1817-53851-51,1817,53851,51,16.99263,16.15515,0.03458289
1817-53851-68,1817,53851,68,16.48922,15.32458,0.03670355
1817-53851-92,1817,53851,92,18.10515,17.44419,0.08007754
1817-53851-126,1817,53851,126,18.03471,17.43367,0.08252176
1817-53851-183,1817,53851,183,17.67555,16.90845,0.07751305
1817-53851-440,1817,53851,440,18.13803,17.47147,0.07483174
1818-54539-251,1818,54539,251,16.78925,15.89789,0.0329323
1818-54539-411,1818,54539,411,18.17043,17.65905,0.0752018
1818-54539-536,1818,54539,536,17.59942,16.99015,0.04778313
1818-54539-578,1818,54539,578,16.81956,15.42782,0.0461045
1819-54540-237,1819,54540,237,17.90903,17.15014,0.0750289
1819-54540-309,1819,54540,309,18.32864,17.59905,0.07784712
1819-54540-533,1819,54540,533,17.18559,16.11297,0.04328051
1819-54540-541,1819,54540,541,17.28625,16.29776,0.0446385
1820-54208-466,1820,54208,466,17.42088,16.48418,0.0660154
1821-53167-468,1821,53167,468,17.20538,16.16599,0.07109428
1822-53172-559,1822,53172,559,17.64551,16.76463,0.05090439
1822-53172-612,1822,53172,612,16.53049,15.26055,0.0457953
1823-53886-85,1823,53886,85,17.85044,17.06214,0.0650751
1823-53886-90,1823,53886,90,17.41669,16.42765,0.06400914
1824-53491-453,1824,53491,453,18.59475,17.79857,0.08712313
1824-53491-478,1824,53491,478,18.3716,17.78102,0.09335458
1825-53504-277,1825,53504,277,17.98991,17.35903,0.0853771
1825-53504-556,1825,53504,556,18.35071,17.71891,0.09687831
1826-53499-55,1826,53499,55,16.93872,15.89973,0.05575201
1826-53499-324,1826,53499,324,17.96858,17.29842,0.05726726
1828-53504-87,1828,53504,87,17.71288,17.07083,0.06000944
1830-54560-78,1830,54560,78,17.50891,16.84196,0.04558988
1830-54560-218,1830,54560,218,17.15742,16.17221,0.06326567
1830-54560-255,1830,54560,255,17.82891,17.00497,0.08417636
1830-54560-364,1830,54560,364,18.02455,17.21087,0.09558155
1830-54560-466,1830,54560,466,18.34322,17.73537,0.08170159
1832-54259-166,1832,54259,166,18.18583,17.55977,0.07909383
1832-54259-485,1832,54259,485,18.11686,17.51061,0.08408552
1832-54259-486,1832,54259,486,18.46058,17.87609,0.07291773
1832-54259-520,1832,54259,520,17.94578,17.28731,0.07955156
1833-54561-23,1833,54561,23,16.96898,16.26102,0.03577138
1833-54561-256,1833,54561,256,18.3851,17.80341,0.08324032
1833-54561-407,1833,54561,407,18.28757,17.48853,0.0826529
1833-54561-418,1833,54561,418,18.17552,17.55543,0.07579989
1834-54562-93,1834,54562,93,17.44627,16.84077,0.05196884
1834-54562-195,1834,54562,195,18.32126,17.66986,0.07824139
1834-54562-410,1834,54562,410,18.04717,17.41632,0.07593486
1835-54563-55,1835,54563,55,17.35832,16.26648,0.03866035
1835-54563-164,1835,54563,164,18.23533,17.47873,0.08723716
1835-54563-452,1835,54563,452,17.74853,17.04269,0.08666269
1837-53494-282,1837,53494,282,17.68012,16.88583,0.05578162
1839-53471-162,1839,53471,162,18.10717,17.48955,0.0661476
1839-53471-540,1839,53471,540,18.1397,17.46242,0.07585359
1840-53472-365,1840,53472,365,17.54776,16.63971,0.06939735
1841-53491-556,1841,53491,556,18.16134,17.40627,0.08483516
1842-53501-224,1842,53501,224,18.15834,17.52787,0.06988412
1842-53501-281,1842,53501,281,16.98046,16.19696,0.08445264
1842-53501-337,1842,53501,337,17.58771,16.91123,0.05928337
1843-53816-514,1843,53816,514,18.19629,17.49888,0.08146215
1844-54138-32,1844,54138,32,18.05163,17.33261,0.08883173
1844-54138-428,1844,54138,428,17.9159,17.23696,0.09131608
1845-54144-547,1845,54144,547,18.31348,17.75257,0.07947188
1846-54173-58,1846,54173,58,17.79172,16.93387,0.06529328
1846-54173-181,1846,54173,181,17.49855,16.79085,0.04599311
1846-54173-243,1846,54173,243,18.33557,17.62202,0.08503793
1846-54173-435,1846,54173,435,18.17481,17.60127,0.07471757
1847-54176-51,1847,54176,51,16.44511,15.32383,0.03243313
1847-54176-493,1847,54176,493,17.38528,16.68398,0.04572701
1850-53786-401,1850,53786,401,17.85236,17.18355,0.0708003
1851-53524-27,1851,53524,27,18.25827,17.49957,0.06902889
1852-53534-12,1852,53534,12,17.89059,17.12642,0.06937488
1853-53566-396,1853,53566,396,18.06907,17.3074,0.08961917
1854-53566-227,1854,53566,227,18.49268,17.90031,0.08538859
1854-53566-446,1854,53566,446,17.86129,17.17679,0.07093387
1865-53312-316,1865,53312,316,18.16194,17.41261,0.0703029
1866-53314-100,1866,53314,100,18.2899,17.69168,0.07756652
1866-53314-372,1866,53314,372,18.30021,17.66865,0.09156933
1866-53314-413,1866,53314,413,18.49239,17.95436,0.07456052
1867-53317-366,1867,53317,366,18.16385,17.41065,0.08976494
1867-53317-569,1867,53317,569,18.28602,17.85175,0.09602371
1868-53318-430,1868,53318,430,17.84879,17.06903,0.08794928
1869-53327-356,1869,53327,356,18.54137,17.80505,0.06885792
1869-53327-362,1869,53327,362,17.50027,16.55414,0.06913607
1869-53327-534,1869,53327,534,17.18119,16.2509,0.05612176
1870-53383-133,1870,53383,133,17.62632,16.94782,0.05275617
1870-53383-609,1870,53383,609,18.47111,17.9697,0.08142021
1871-53384-322,1871,53384,322,16.51506,15.21955,0.03369835
1872-53386-202,1872,53386,202,17.1214,16.05605,0.03450923
1875-54453-439,1875,54453,439,18.56872,17.80712,0.09385498
1877-54464-309,1877,54464,309,17.5388,16.5774,0.03778162
1877-54464-447,1877,54464,447,18.54869,17.75572,0.08895601
1921-53317-387,1921,53317,387,17.33719,16.39688,0.05283606
1922-53315-525,1922,53315,525,18.19391,17.40226,0.06430557
1926-53317-211,1926,53317,211,17.55065,16.85176,0.05943859
1926-53317-265,1926,53317,265,18.14912,17.37349,0.09667436
1926-53317-508,1926,53317,508,18.6014,17.76058,0.0930817
1928-53327-67,1928,53327,67,17.33005,16.50344,0.06972727
1928-53327-188,1928,53327,188,17.79723,17.13117,0.06559747
1928-53327-313,1928,53327,313,18.4002,17.80609,0.09137774
1928-53327-596,1928,53327,596,18.07682,17.30321,0.08632083
1930-53347-96,1930,53347,96,17.82119,16.78714,0.0721614
1930-53347-182,1930,53347,182,16.87949,15.90226,0.05174446
1931-53358-369,1931,53358,369,18.33725,17.80616,0.07793998
1931-53358-504,1931,53358,504,18.07703,17.3909,0.08626237
1931-53358-516,1931,53358,516,17.88821,17.05622,0.08498661
1931-53358-583,1931,53358,583,17.78045,17.04465,0.08496261
1931-53358-638,1931,53358,638,17.59308,16.78378,0.06388089
1932-53350-68,1932,53350,68,17.92538,17.27134,0.08461414
1935-53387-235,1935,53387,235,17.97045,17.24886,0.08379558
1936-53330-319,1936,53330,319,18.34217,17.68765,0.09954724
1936-53330-474,1936,53330,474,17.439,16.68709,0.04791612
1937-53388-61,1937,53388,61,16.19497,15.03007,0.02806213
1941-53386-88,1941,53386,88,18.02222,17.42672,0.07618572
1941-53386-340,1941,53386,340,17.86008,17.00323,0.07383309
1942-53415-430,1942,53415,430,18.41373,17.84681,0.07595266
1942-53415-569,1942,53415,569,17.51925,16.61547,0.05674212
1946-53432-354,1946,53432,354,17.22712,16.37303,0.06794047
1948-53388-198,1948,53388,198,18.44144,17.92791,0.09714339
1949-53433-280,1949,53433,280,18.0766,17.35787,0.0802964
1949-53433-425,1949,53433,425,18.36822,17.76588,0.08427038
1949-53433-546,1949,53433,546,17.08458,16.25564,0.05054593
1951-53389-131,1951,53389,131,18.49764,17.66226,0.09201007
1955-53442-440,1955,53442,440,17.19935,16.4541,0.03733402
1976-53401-152,1976,53401,152,18.54095,17.7668,0.09636572
1976-53401-494,1976,53401,494,17.93089,17.14299,0.07010676
1976-53401-636,1976,53401,636,17.28721,16.27736,0.07573625
1978-53473-82,1978,53473,82,16.20783,14.99847,0.02907987
1978-53473-503,1978,53473,503,17.19329,16.52696,0.04766075
1980-53433-208,1980,53433,208,18.5729,17.62902,0.0752885
1980-53433-509,1980,53433,509,18.17173,17.44922,0.07873519
1980-53433-551,1980,53433,551,17.94939,17.32648,0.07484712
1981-53463-300,1981,53463,300,17.24266,15.96952,0.05086109
1983-53442-567,1983,53442,567,18.26464,17.69454,0.07619879
1984-53433-339,1984,53433,339,17.76148,17.03905,0.05546301
1986-53475-107,1986,53475,107,17.69022,17.03038,0.06572302
1988-53469-184,1988,53469,184,18.30955,17.60374,0.07400429
1990-53472-105,1990,53472,105,17.12772,16.20844,0.05340967
1990-53472-410,1990,53472,410,17.73929,17.09258,0.07194808
1991-53446-179,1991,53446,179,18.37066,17.79681,0.07690562
1993-53762-597,1993,53762,597,17.64368,16.79308,0.05983457
1994-53845-269,1994,53845,269,17.58493,16.79087,0.06272991
1995-53415-290,1995,53415,290,17.95268,17.15365,0.07684127
1996-53436-515,1996,53436,515,16.93987,16.17671,0.03397427
1997-53442-63,1997,53442,63,16.93837,15.88583,0.04167509
1997-53442-123,1997,53442,123,17.97708,17.24359,0.05536785
1998-53433-574,1998,53433,574,17.50221,16.7876,0.05676044
1999-53503-473,1999,53503,473,18.156,17.51764,0.08673144
